path,width,height,aspect
data/raw/images/Кроп-2013-317_orig.jpg,4028,8566,0.4702311463927154
data/raw/images/Кроп-2013-373_orig.jpg,3846,9353,0.4112049609750882
data/raw/images/Кроп-2013-391_orig.jpg,8002,6671,1.1995203117973317
data/raw/images/Кроп-2013-392_orig.jpg,7517,5615,1.3387355298308103
data/raw/images/Кроп-2013-398_orig.jpg,7710,7430,1.0376850605652759
data/raw/images/Кроп-2013-399_orig.jpg,4381,9390,0.4665601703940362
data/raw/images/Кроп-2013-400_orig.jpg,4620,8786,0.5258365581607102
data/raw/images/Кроп-2013-401_orig.jpg,4995,6506,0.7677528435290502
data/raw/images/Кроп-2013-403_orig.jpg,3714,9719,0.3821380800493878
data/raw/images/Кроп-2013-414_orig.jpg,5941,9834,0.604128533658735
data/raw/images/Кроп-2013-415_orig.jpg,7892,2760,2.8594202898550725
data/raw/images/Кроп-2013-421_orig.jpg,6611,3382,1.9547604967474868
data/raw/images/Кроп-2013-422_orig.jpg,7351,4454,1.6504265828468792
data/raw/images/Кроп-2013-430_orig.jpg,5397,8027,0.672355799177775
data/raw/images/Кроп-2013-478_orig.jpg,4573,10103,0.45263783034742155
data/raw/images/Кроп-2013-481_orig.jpg,3894,11903,0.3271444173737713
data/raw/images/Кроп-2013-482_orig.jpg,3778,10963,0.3446137006293898
data/raw/images/Кроп-2013-484_orig.jpg,3744,10298,0.3635657409205671
data/raw/images/Кроп-2013-Тр1-023_orig.jpg,5297,7063,0.7499646042758035
data/raw/images/Кроп-2013-Тр2-032_orig.jpg,4223,9150,0.46153005464480873
data/raw/images/Кроп-2013-Тр2-045_orig.jpg,6521,2793,2.334765485141425
data/raw/images/Кроп-2013-Тр2-049_orig.jpg,5843,3612,1.6176633444075303
data/raw/images/Кроп-2013-Тр2-050_orig.jpg,7181,3078,2.3330084470435346
data/raw/images/Кроп-2013-Тр2-053_orig.jpg,3960,9454,0.41887031944150627
data/raw/images/Нев11-Г0-005_orig.jpg,7798,4280,1.8219626168224299
data/raw/images/Нев11-Г0-006_orig.jpg,8036,5439,1.4774774774774775
data/raw/images/Нев11-Г02-009_orig.jpg,7428,6378,1.1646284101599247
data/raw/images/Нев11-Г02-010_orig.jpg,5973,5796,1.0305383022774328
data/raw/images/Нев11-Г02-012_orig.jpg,6244,4062,1.5371738060068931
data/raw/images/Нев11-Г02-021_orig.jpg,8016,12215,0.6562423250102333
data/raw/images/Нев11-Г02-022_orig.jpg,6496,5600,1.16
data/raw/images/Нев11-Г02-023_orig.jpg,6220,8957,0.6944289382605783
data/raw/images/Нев11-Г02-033_orig.jpg,8732,5921,1.4747508866745482
data/raw/images/Нев11-Г03-037_orig.jpg,4120,5831,0.7065683416223633
data/raw/images/Нев11-Г03-038_orig.jpg,7864,4282,1.8365249883232135
data/raw/images/Нев11-Г03-043_orig.jpg,6189,8722,0.709584957578537
data/raw/images/Нев11-Г03-044_orig.jpg,7785,4199,1.8540128602048107
data/raw/images/Нев11-Г03-058_orig.jpg,6022,5528,1.0893632416787264
data/raw/images/Нев11-Г03-096_orig.jpg,6799,8289,0.8202436964651948
data/raw/images/Нев11-Г03-097_orig.jpg,5076,4570,1.1107221006564552
data/raw/images/Нев11-Г03-178_orig.jpg,10251,6066,1.6899109792284865
data/raw/images/Нев11-Г03-181_orig.jpg,11072,6463,1.713136314405075
data/raw/images/Нев11-Г04-182_orig.jpg,9704,2581,3.759783029833398
data/raw/images/Нев11-Г04-185_orig.jpg,11988,3802,3.1530773277222512
data/raw/images/Нев11-Г04-187_orig.jpg,5017,5592,0.8971745350500715
data/raw/images/Нев11-Г04-197_orig.jpg,4720,4384,1.0766423357664234
data/raw/images/Нев11-Г04А-210_orig.jpg,11234,3444,3.261904761904762
data/raw/images/Нев11-Г05-055_orig.jpg,11040,6821,1.6185310071836974
data/raw/images/Нев11-Г05-056_orig.jpg,12550,3304,3.7984261501210654
data/raw/images/Нев11-Г05-228_orig.jpg,10308,5916,1.7423935091277891
data/raw/images/Нев11-Г05-235_orig.jpg,9257,6669,1.3880641775378617
data/raw/images/Нев11-под-001_orig.jpg,8122,5806,1.3988976920427145
data/raw/images/БП12-Г01-0726_orig.jpg,1031,1920,0.5369791666666667
data/raw/images/БП12-Г01-0732_orig.jpg,1080,726,1.487603305785124
