image_file,image_width,image_height,aspect_ratio,analysis_width,analysis_height,foreground_ratio,bg_type,layout_mode,component_count,largest_component_ratio,second_component_ratio,has_scale_bar,has_overlay_text,border_brightness_mean,border_brightness_std,problem_score,bg_color_r,bg_color_g,bg_color_b,foreground_ratio_bin
data/raw/images/Т-12-Р3-1690_orig.jpg,7830,2964,2.6417004048582995,160,61,0.2921106557377049,white_uniform,single_object,5,0.1346311475409836,0.12940573770491803,0,0,253.35426093514332,9.365457372663805,0.9714228025688713,255.0,255.0,255.0,0.15_0.30
data/raw/images/Т-12-Р3-1783_orig.jpg,4124,1776,2.3220720720720722,160,69,0.33106884057971014,white_uniform,single_object,5,0.2417572463768116,0.07155797101449275,0,0,253.58578966521105,10.035081146754157,0.8424599215847353,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-1985_orig.jpg,6684,2018,3.3121902874132805,160,48,0.4473958333333333,light_photo,single_object,5,0.278515625,0.15182291666666667,0,0,238.58453525641028,46.794570584227166,1.19760968880173,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2035_orig.jpg,2640,3800,0.6947368421052632,111,160,0.525,white_uniform,single_object,4,0.41993243243243245,0.09183558558558559,0,0,252.93265682656826,12.186933429120192,0.3642221495741152,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2036_orig.jpg,8330,3178,2.6211453744493394,160,61,0.3482581967213115,white_uniform,single_object,4,0.28473360655737706,0.048872950819672134,0,0,252.50235671191552,13.368289188730955,0.9636113880642272,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2194_orig.jpg,7389,2959,2.497127407908077,160,64,0.36796875,white_uniform,single_object,4,0.2296875,0.1248046875,0,0,251.82393973214286,15.151437885375225,0.915141034388438,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2245_orig.jpg,3150,4530,0.695364238410596,111,160,0.481981981981982,white_uniform,single_object,4,0.32004504504504505,0.15112612612612614,0,0,253.70087638376384,9.485994685477685,0.36331948665740094,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2250_orig.jpg,5738,5034,1.139849026618991,160,140,0.315,white_uniform,single_object,6,0.0865625,0.08598214285714285,0,0,254.145,7.000164879010589,0.13089582084604895,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2256_orig.jpg,3180,7351,0.4325942048700857,69,160,0.4624094202898551,white_uniform,multi_view,5,0.2,0.18985507246376812,0,0,253.2885735080058,8.261829209415284,1.4379551615998651,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2365_orig.jpg,4576,5968,0.7667560321715817,123,160,0.48582317073170733,white_uniform,single_object,4,0.37190040650406503,0.10157520325203252,0,0,254.19743816254416,6.845878578214796,0.265586608823963,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2642_orig.jpg,11739,10964,1.0706858810653046,160,149,0.2837667785234899,light_photo,single_object,6,0.06602348993288591,0.06505872483221477,0,1,250.9469390507012,21.101164971168725,0.3682994534558457,255.0,255.0,255.0,0.15_0.30
data/raw/images/Т-12-Р3-2647_orig.jpg,8124,6415,1.266406858924396,160,126,0.45674603174603173,white_uniform,multi_view,5,0.20684523809523808,0.19583333333333333,0,0,254.3597027972028,4.715835717683251,0.8361836456505385,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2658_orig.jpg,11309,7361,1.536340171172395,160,104,0.3938701923076923,white_uniform,single_object,6,0.13798076923076924,0.13515625,0,0,251.08475378787878,15.540914254622031,0.429403075812621,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2659_orig.jpg,7065,6127,1.153092867635058,160,139,0.3199190647482014,white_uniform,single_object,5,0.14181654676258992,0.12257194244604316,0,1,254.2541806020067,5.8753231674434705,0.44244778239297333,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2660_orig.jpg,9688,8797,1.101284528816642,160,145,0.47508620689655173,white_uniform,single_object,6,0.15435344827586206,0.1440948275862069,0,1,253.2994535519126,8.154149528206641,0.3964772519802536,255.0,255.0,255.0,ge_0.30
data/raw/images/Т-12-Р3-2937_orig.jpg,4292,6080,0.7059210526315789,113,160,0.47295353982300886,white_uniform,single_object,4,0.3172566371681416,0.1450221238938053,0,0,254.1791056166056,6.745602430534377,0.3482518712096237,255.0,255.0,255.0,ge_0.30
